Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
50.44,9.05,98.12,94.41,37.09,10.38,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
70.47,60.66,98.55,90.92,56.45,61.83,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
41.42,32.68,99.8,98.37,35.87,9.62,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
16.32,6.76,98.86,90.73,69.6,19.3,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
63.63,43.8,96.26,87.38,35.31,72.09,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
67.71,77.28,99.95,98.67,43.33,42.09,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
68.52,34.77,99.35,90.18,37.96,69.8,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
26.05,28.75,98.43,95.89,49.82,12.17,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
60.86,85.76,99.98,99.88,29.93,45.1,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
51.9,50.26,82.01,96.97,45.24,17.72,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
46.57,19.8,96.17,64.96,49.78,35.41,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
81.35,71.76,99.91,99.03,30.76,57.27,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
80.2,97.37,98.72,99.76,73.08,84.61,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
54.88,54.98,95.81,87.42,76.54,70.21,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
38.63,40.48,92.32,59.13,67.24,55.89,3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
66.35,97.89,97.77,99,34.02,43.65,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
35.88,11.51,93.06,53.14,41.05,35.56,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
88.76,97.09,99.75,98.86,19.88,85.23,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
16.63,5.98,96.9,82.21,42.74,30.55,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
23.71,17.1,99.86,98.61,86.48,17.59,32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
38.44,46.54,99.07,94.6,56.17,53.81,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
68.72,92.82,82.56,93.85,72.31,41.54,8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
25,100,75,100,100,75,15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
0,100,33.33,100,100,33.33,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
57.31,96.44,66.8,96.44,25.69,47.83,22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
51.55,98.97,88.66,98.97,53.61,24.74,14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
,,,,,,31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
,,,,,,39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
82.72,98.95,80.63,99.48,58.64,65.97,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
38.33,100,71.67,100,75,36.67,8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
,,,,,100,32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
,,,,,100,18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
71.91,81.65,90.68,57.9,87.5,23.53,20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
,,,,,100,39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
64,93.94,89.16,80.59,50,0,20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
0,0,0,0,0,0,11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
,,,,,,40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
61.29,98.16,87.88,61.9,100,100,3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
,,,,,100,9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
84.48,77.59,87.93,96.55,77.59,45.16,30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
51.34,96.68,78.63,59,100,0,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
,,,,,100,40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
76.92,100,100,100,100,37.5,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
,,,,,,33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
,,,,,,4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
100,100,,,100,,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
,,,,,,39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
,,,,,,8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
,,,,,100,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
85.95,100,99.65,91.29,97.12,98.28,6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
27.49,100,80.58,94.5,,99.83,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
49.16,99.44,76.72,86.18,,94.26,37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
98.63,99.66,99.83,99.32,40,99.32,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
63.83,100,95.69,95.67,100,100,31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
68.38,99.93,99.86,93.48,0,100,21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
87.9,100,98.19,95.4,100,100,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
60.28,99.39,99.09,96.01,100,99.9,25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
42.52,99.04,65.91,87.52,,89.83,15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
64.77,100,99.87,89.77,98.37,93.06,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
62.64,100,100,97.34,100,100,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
74.64,100,100,100,32.83,75.8,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
,,,,,85.71,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
57.04,,,,56.01,23.39,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
61.71,97.82,98.77,95.31,35.17,37.38,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
100,80,100,100,80,92.86,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
100,,,,,100,11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
69.46,25,50,0,50.85,0.84,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
45.63,100,100,100,4.68,75,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
92.86,,,,19.35,100,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
100,100,100,100,100,100,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
37.5,0,,,41.87,79.28,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
66.2,100,100,75,22.02,54.21,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
80.97,100,100,100,48.45,42.22,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
30.92,0,,,71.35,29.88,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
55.98,54.05,90.63,84.38,1.1,44.46,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
0.08,0,0.08,0.08,0.08,0.9,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
84.4,0,,,33.54,96.33,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
6.49,73.17,15.38,15.38,5.59,1.79,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
83.69,75,100,100,68.32,96.62,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
28.78,78.57,100,100,60.83,74.72,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
,,,,,100,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
11.39,100,100,100,7.27,1.11,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
8.33,7.69,16.67,8.33,16.67,47.62,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
63.49,0,100,100,35.31,51.12,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
8.33,0,0,0,0,0,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
76.1,97.45,90,90.91,47.68,90.84,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
67.11,97.56,92.59,83.95,85.4,72.8,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
40.83,87.5,100,100,16.7,38.44,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
100,100,100,100,50,100,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
100,100,100,100,0,90.91,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
86.41,97.99,100,98.32,100,,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
89.43,93.67,95.18,98.19,0.99,,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
94.98,84.98,99.16,98.05,0.29,100,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
74.27,88.91,99.85,45.83,0,82.91,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
90.36,87.6,99.23,60.37,61.6,88.02,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
88.98,75.44,97.27,62.65,81.82,93.47,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
90.06,86.95,98.82,54.94,,95.74,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
92.56,92.27,99.35,54.64,0,88,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
80.79,82.83,99.81,54,50,96.69,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
80.98,89.77,99.78,46.32,100,74.74,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
92.26,89.82,99.4,51.8,100,82.77,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
83.06,90.35,99.55,53.45,0,87.12,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
89.89,91.37,98.97,64.99,3.8,78.65,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
88.55,92.5,99.72,33.82,,86.68,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
85.4,90.82,99.41,54.28,100,76.1,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
91.44,90.46,99.82,72.66,,88.18,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
90.89,94.05,99.98,43.64,,87.4,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
79.25,84.43,99.32,32.54,,93.97,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
88.94,96.73,99.95,76.63,100,70.99,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
95.27,96.75,99.57,70.49,96.1,87.53,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
91.25,91.04,99.88,66.96,0.99,83.34,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
93.95,95.7,98.96,54.3,100,91.6,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
80.51,82.81,99.39,56.36,,82.71,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
90.91,89.5,99.85,60.88,3.29,88.62,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
85,92.3,99.75,46.06,100,82.79,3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
59.16,65.75,98.01,91.35,0,79.15,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
51.69,43.75,97.71,95.97,,89.65,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
29.26,40.46,87.08,90.44,,98.42,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
79.39,81.21,99.41,94.36,,44.11,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
27.94,25.77,92.8,91.48,,78.67,32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
37.93,78.29,96.47,99.12,,93.84,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
60.02,52.08,96.66,86.89,,97.61,8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
29.09,6.35,67.84,41.62,,30.83,15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
72.42,61.01,99.45,96.02,,96.36,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
60.13,37.47,96.4,79.25,,94.78,22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
4.38,0.86,93.82,81.17,,70.73,14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
64.41,64.43,92.27,86.21,,99.39,31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
50.18,66.87,90.16,95.33,,90.14,39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
49.3,54.91,96.52,78.45,,94.73,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
40.02,52.93,95.02,96.2,,59.17,8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
63.15,52.65,95.3,85.3,,88.41,32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
62.67,34.87,90.93,94.12,75,96.61,18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
1.01,4.36,97.69,99.76,,0.04,20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
41.11,39.04,97.58,91.82,,93.98,39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
72.53,73.24,99.79,97.78,,86.4,20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
27.73,36.26,94.05,93.76,,86.11,11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
31.08,25.16,98.69,91.13,,99.23,40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
44.43,52.21,93.69,94.43,,76.39,3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
81.56,83.86,97.04,90.56,,91.85,9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
21.85,21.17,97.78,95.14,,66.17,30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
35.77,32.7,98.15,98.92,,92.68,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
75.46,63.71,91.04,94.14,,95.37,40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
41.53,18.03,89.69,89.65,,99.94,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
41.22,67.34,97.75,95.24,,88.64,33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
60.16,45.93,94.22,90.71,,99.09,4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
4.18,1.64,97.26,94.79,,84.67,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
66.03,56.71,97.95,93.99,,96.4,39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
61.23,78.35,98.44,99.11,0,89.49,8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
31.51,98.99,73.09,98.87,29.21,99.19,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
54.41,3.49,96.17,7.01,26.96,0.17,6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
73.02,22.22,99.21,3.97,6.35,1.59,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
81.58,98.3,92.9,99.43,62.87,98.02,37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
95.15,75.73,99.55,88.3,86.15,55.34,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
72.71,56.06,98.09,68.17,46.6,50.96,31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
96.69,99.36,99.87,97.82,12.74,20.96,21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
88.13,13.49,94.89,90.48,45.38,50.26,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
79.92,49.69,95.2,65.22,19,54.36,25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
74.77,45.71,97.72,55.37,18.08,17.35,15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
70.66,67.52,99.52,94.93,11.26,98.96,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
80.52,92.82,97.01,87.85,27.63,77.25,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
87.22,22.25,99.88,81.82,87.28,31.53,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
98.43,98.24,99.72,98.89,87.35,96.14,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
68.45,70.98,97.89,81.01,19.57,79.74,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
70.48,95.76,89.95,62.3,48.31,89.76,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
46.2,49.77,92.6,67.69,5.7,55.22,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
42,2.51,99.1,69.55,6.54,13.99,11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
58.83,59.57,95.71,96.52,65.88,60.43,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
28.48,76.54,94.35,90.41,14.38,89.09,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
81.74,97.86,99.69,94.17,65.56,58.75,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
32.34,72.55,68.22,91.59,33.65,56.24,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
98.9,93,99.9,86.9,99.74,38.51,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
62.4,67.38,90.73,65.23,34.91,44.96,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
33.96,28.28,97.02,49.28,78.35,63.16,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
62.94,59.6,90.96,10.85,48.4,65.17,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
57.87,99.09,99.83,89.15,80.76,96.11,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
94.56,72.01,99.8,93.39,0.46,99.99,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
61.16,86.4,98.38,98.45,58.43,89.4,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
89.43,74.75,99.51,65.3,80.83,87.95,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
45.72,80.39,96.2,8.97,41.24,68.87,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
47.33,30.78,93.44,87.7,59.3,78.83,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
68.68,20.77,96.72,38.38,39.62,68.44,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
71.24,38.26,99.32,92.89,14.43,43.35,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
23.35,32.7,83.04,85.94,56.03,75.5,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
73.33,74.63,82.7,77.48,79,80.41,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
37.05,24.54,85.53,50.05,74.51,69.24,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
33.18,57.13,92.47,83.62,71.28,91.46,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
0,0,0,0,0,0,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
57.04,59.09,89.39,79.27,59.3,64.26,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
31.36,41.6,60.85,57.39,43.01,69.07,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
21.51,41.63,93.11,89.05,77.77,92.75,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
56.89,40.57,74.89,45.42,74.5,57.41,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
58.81,48.48,87.65,63.11,82.58,71.75,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
72.96,53,96.75,79.88,70.97,69.32,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
37.79,24.67,82.2,57.16,72.34,83.16,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
73.21,79.11,97.03,91.66,85.19,93.95,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
44.39,51.95,89.63,85.13,81.47,89.07,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
73.95,63.37,94.86,83.08,82.65,85.89,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
56,76.72,92.31,94.19,79.92,86.97,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
45,71.49,93.72,97.56,97.6,98.65,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
63.64,26.75,91.6,52,96.87,74.36,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
27.53,49.94,92.8,88.76,74.1,96.45,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
70.66,59.57,81.64,69.89,72.84,83.13,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
70.91,60.17,97.09,81.04,67.61,84.4,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
76.15,68.56,92.91,82.95,82.77,88.94,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
78.46,73.8,94.22,84.26,86.39,87.6,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
64.49,52.31,95.62,65.61,89.71,75.14,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
70.6,57.93,97.36,81.41,77.74,70.69,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
74.41,66.91,94.52,89.92,74.89,83.66,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
77.02,49.29,88.12,73.72,76.72,57.05,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
81.6,75.51,99.11,91.85,95.92,95.7,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
43.12,57.85,95.88,88.17,85.84,89.99,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
75.69,55.17,97.6,80.97,75.88,88.43,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
53.83,54.61,84.07,77.06,80.46,78.02,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
49.11,52.91,86.53,91.13,63.46,64.37,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
